PK,CCR,HIERARCHY,INCIDENTTIME,INCIDENTLOCATION,CLEAREDFLAG,INCIDENTNEIGHBORHOOD,INCIDENTZONE,INCIDENTHIERARCHYDESC,OFFENSES,INCIDENTTRACT,COUNCIL_DISTRICT,PUBLIC_WORKS_DIVISION,X,Y
276113151,22043417,6,2022-03-22T18:38:00,"300 Block Elysian St Pittsburgh, PA 15206",N,Point Breeze,4,THEFT,3921 Theft by Unlawful Taking or Disposition.,1404,8,3,-79.9140551718121,40.451814707815
276254753,22044224,99,2022-03-25T04:14:00,"600 Block Stanwix St Pittsburgh, PA 15222",N,Central Business District,2,AIDED CASE,9497 Aided Case,201,,,,
276836601,22046392,0,2022-03-25T13:00:00,Zone 1,N,,1,99,6321(a)(1) TSEI(S) Knowingly transmits distributes publishes disseminates electronic comm. w/sexually explicit image of himself,,,,,
276951632,22048475,99,2022-04-01T15:05:00,"1600 Block W Carson St Pittsburgh, PA 15219",Y,South Shore,3,MENTAL 201/302,9498 302 (Mental),1921,2,5,-80.0213528738134,40.4421395488467
276957385,22048525,10,2022-04-01T15:43:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,2701(a)(3) Simple Assault - Attempts by Physical Menace  / 2709(a)(2) Harassment by Following Person in Public Place(s),201,6,6,-80.0016237646793,40.4417809547139
277006293,22048825,27,2022-04-02T02:20:00,"Browns Hill Rd & Imogene Rd Pittsburgh, PA 15217",N,Squirrel Hill South,4,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 3744 Duty to Give Information and Render Aid,1414,5,3,-79.9249117426275,40.4154565534707
277008952,22048796,0,2022-04-02T01:08:00,"1000 Block Sutherland St Pittsburgh, PA 15204",N,Sheraden,6,99,8106 Shots Fired,2022,2,5,-80.0605539367657,40.4548844018799
277013458,22048848,27,2022-04-02T03:34:00,"2100 Block Pioneer Ave Pittsburgh, PA 15226",N,Brookline,6,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3746 Immediate Notice of Accident to Police Department,1917,4,5,-80.0195609322194,40.4011090911868
277018205,22048869,6,2022-04-02T04:45:00,"8000 Block Bennett St Pittsburgh, PA 15221",N,East Hills,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1306,9,2,-79.8841190303238,40.4539325993753
275400158,22038755,99,2022-03-16T11:31:00,"900 Block Delmont Ave Pittsburgh, PA 15210",N,Beltzhoover,3,FOUND PROPERTY,9489 Found Property,1809,4,5,-80.0041974779794,40.4136962251287
276219244,22043848,0,2022-03-24T15:50:00,"500 Block Morewood Ave Pittsburgh, PA 15213",N,Shadyside,4,99,9999 9999 - (Misc. Incident): ,709,8,2,-79.9433682071863,40.4517902459031
277005397,22048103,6,2022-03-31T22:36:00,"2300 Block Valera St Pittsburgh, PA 15210",N,Carrick,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,2904,4,3,-79.9874099595446,40.387941860745
277009210,22048180,0,2022-04-01T01:02:00,"200 Block Moore Ave Pittsburgh, PA 15210",N,Knoxville,3,99,9999 9999 - (Misc. Incident): ,3001,3,5,-79.9904119074762,40.411391761096
277071743,22049097,10,2022-04-02T15:00:00,"Liberty Brg & P J Mc Ardle Rdwy Pittsburgh, PA 15203",N,South Side Slopes,3,TERRORISTIC THREATS,2706 Terroristic Threats. / 3304 Criminal Mischief. / 2707 Propulsion of Missiles ,1706,3,3,-79.999271043209,40.4291549065382
277084902,22049325,14,2022-04-02T22:55:00,"2100 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,509,6,3,-79.9806857398547,40.4470578842206
276130421,22043446,10,2022-03-23T22:15:00,"5300 Block Keystone St Pittsburgh, PA 15201",Y,Upper Lawrenceville,2,SIMPLE ASSAULT,2701 Simple Assault. / 2718(a)(1) Strangulation - Applying Pressure to the Throat or Neck,1011,7,2,-79.9506785734931,40.4810580269053
276317624,22044466,14,2022-03-25T14:25:00,"5000 Block Columbo St Pittsburgh, PA 15224",Y,Garfield,5,CRIM MISCHIEF,3304 Criminal Mischief. / 9012 Non-Violent Domestic,1016,,,,
276321990,22044486,9,2022-03-25T14:45:00,"2500 Block Waterman Ave Pittsburgh, PA 15227",N,Carrick,3,FORGERY,4101 Forgery.,2904,4,3,-79.9782110208556,40.3910389009843
276431738,22044848,6,2022-03-26T01:30:00,"5000 Block Butler St Pittsburgh, PA 15201",N,Central Lawrenceville,2,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,901,7,2,-79.9560797434932,40.4779374975773
276707855,22046775,6,2022-03-29T22:30:00,"100 Block South Commons Pittsburgh, PA 15212",N,Allegheny Center,1,THEFT FROM AUTO,3934 Theft from Vehicle / 3304 Criminal Mischief.,2204,1,1,-80.0051923989784,40.4510114242591
276877445,22047882,10,2022-03-31T16:30:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,HARRASSMENT,2709(a) Harassment.,1301,9,2,-79.8864602237102,40.4593708354313
277741987,22053820,4,2022-04-10T22:15:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,AGG-ASSAULT,2702 Aggravated Assault.,509,6,3,-79.9742739984904,40.4496143418734
277751312,22053855,4,2022-04-10T23:58:00,"2500 Block East Hills Dr Pittsburgh, PA 15221",N,East Hills,5,AGG-ASSAULT,2702 Aggravated Assault.,1306,,,,
277915541,22054884,6,2022-04-12T17:43:00,"Brushton Ave & Frankstown Ave Pittsburgh, PA 15221",N,Homewood South,5,THEFT FROM AUTO,3934 Theft from Vehicle,1304,9,2,-79.8880963867104,40.4555344380276
277917613,22054933,29,2022-04-12T21:33:00,"200 Block Fern St Pittsburgh, PA 15224",N,Garfield,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1016,9,2,-79.937387995117,40.4717842316508
277921185,22055021,0,2022-04-13T00:38:00,"3600 Block Middletown Rd Pittsburgh, PA 15204",N,Windgap,6,99,8106 Shots Fired,2807,2,5,-80.0731999936613,40.4576684549712
278023731,22055352,3,2022-04-12T11:35:00,"600 Block Liberty Ave Pittsburgh, PA 15222",N,Central Business District,2,ROBBERY,3701 Robbery.,201,6,6,-80.0016237646793,40.4417809547139
-3348028876,22043752,0,2022-03-24T12:35:00,"200 Block 40th St Pittsburgh, PA 15201",Y,Central Lawrenceville,2,99,2701(b)(1) Simple Assault - Fight or Scuffle Entered by Mutual Consent,902,,,,
276416149,22045089,0,2022-03-26T16:20:00,"50 Block De Foe St NE Pittsburgh, PA 15214",N,Perry North,1,99,9999 9999 - (Misc. Incident): ,2602,1,1,-80.0178555896931,40.4881181545961
276427140,22045273,99,2022-03-27T03:30:00,"2100 Block Whited St Pittsburgh, PA 15210",N,Brookline,6,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),3206,4,5,-80.0028839965615,40.3962985689137
277922225,22055016,0,2022-04-13T00:25:00,"200 Block 46th St Pittsburgh, PA 15201",N,Central Lawrenceville,2,99,9093 Indirect Criminal Contempt,902,,,,
277930165,22055062,0,2022-04-13T02:25:00,"400 Block North Shore Dr Pittsburgh, PA 15212",N,North Shore,1,99,9999 9999 - (Misc. Incident): ,2205,1,6,-80.0123399020422,40.4462710224948
277970435,22054650,10,2022-04-13T08:55:00,"600 Block Liberty Ave Pittsburgh, PA 15222",Y,Central Business District,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",201,6,6,-80.0016237646793,40.4417809547139
275346141,22038451,11,2022-03-15T19:47:00,"6400 Block Living Pl Pittsburgh, PA 15206",N,Shadyside,4,CREDIT CARDS,4106 Access Device Fraud,708,,,,
276360176,22044749,14,2022-03-25T22:38:00,"50 Block S 10th St Pittsburgh, PA 15203",Y,Central Business District,2,CRIMINAL MISCHIEF,3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,201,6,6,-80.004658434066,40.4440140662136
276362551,22044825,0,2022-03-26T00:59:00,"Smallman St & 23rd St Pittsburgh, PA 15222",N,Strip District,2,99,3742 Accidents Involving Death or Personal Injury,203,7,6,-79.9822982347157,40.4535056678786
276404414,22039871,10,2022-03-18T03:10:00,"900 Block 2nd Ave Pittsburgh, PA 15219",Y,Bluff,3,SIMPLE ASSAULT,2701 Simple Assault. / 5505 Public Drunkenness / 5503(a)(1) DISORDERLY CONDUCT - ENGAGE IN FIGHTING,1702,6,6,-79.9931846836602,40.4350718181921
276427075,22045328,10,2022-03-27T02:35:00,"1000 Block Rothpletz St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,SIMPLE ASSAULT,2701 Simple Assault.,2715,1,1,-80.0233996402339,40.4763895600209
276430574,22045356,27,2022-03-27T03:21:00,"5600 Block Forward Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop. / 3714 Careless Driving / 1786 Required Financial Responsibility.,1414,5,3,-79.9269858254165,40.4275940212749
276594657,22046245,10,2022-03-29T00:38:00,"2500 Block Brownsville Rd Pittsburgh, PA 15210",N,Carrick,3,SIMPLE ASSAULT,2701 Simple Assault.,2904,4,3,-79.9811511391941,40.3866924905732
276594788,22045801,99,2022-03-28T02:54:00,"40 Block Grape St Pittsburgh, PA 15210",Y,Knoxville,3,AIDED CASE,9497 Aided Case / 9498 302 (Mental),3001,3,5,-79.9898995270008,40.412985067564
276596308,22046206,13,2022-03-29T02:06:00,"3200 Block Mitchell St Pittsburgh, PA 15212",Y,Marshall-Shadeland,1,RECEIVING STOLEN PROPERTY,3925 Receiving Stolen Property. / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(33) Paraphernalia - Delivery or Intent to Deliver,2715,1,1,-80.0271079638222,40.4755194174977
277752630,22053836,27,2022-04-10T23:16:00,"S 16th St & Bingham St Pittsburgh, PA 15203",N,South Side Flats,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1702,3,3,-79.9826875665382,40.4294875442635
276215855,22043640,99,2022-03-24T09:00:00,"Frankstown Ave & N Homewood Ave Pittsburgh, PA 15208",N,Homewood North,5,FOUND PROPERTY,9489 Found Property,1302,9,2,-79.8963011488784,40.457404655664
276217822,22043686,99,2022-03-24T10:24:00,"7000 Block Monticello St Pittsburgh, PA 15208",N,Homewood North,5,ACCIDENTAL FIRE,9018 Accidental Fire,1301,,,,
276415735,22045128,6,2022-03-26T17:20:00,"300 Block Cedar Ave Pittsburgh, PA 15212",Y,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft. / 13(a)(16) Possession of Controlled Substance / 9501 Bench Warrant,2304,1,1,-80.0009078039902,40.4508935599436
276418153,22045186,6,2022-03-26T19:54:00,"200 Block E Warrington Ave Pittsburgh, PA 15210",N,Beltzhoover,3,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1809,3,5,-80.0047463143244,40.4207984645238
276423650,22045251,10,2022-03-26T23:40:00,"500 Block Market St Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709(a) Harassment.,201,6,6,-80.0020864900599,40.4414118012609
276426854,22045317,5,2022-03-27T01:30:00,"6500 Block Beacon St Pittsburgh, PA 15217",N,Squirrel Hill South,4,BURGLARY,3502 Burglary.,1408,5,3,-79.9163893345222,40.4344456767674
275212629,22037717,24,2022-03-14T16:09:00,"7300 Block Butler St Pittsburgh, PA 15201",Y,Morningside,5,DISORDERLY CONDUCT,5503(a)(3) DISORDERLY CONDUCT - OBSCENE LANG/GEST / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,1014,7,2,-79.9213476044596,40.4879396949996
276217608,22043809,99,2022-03-24T14:56:00,"70 Block Almeda St Pittsburgh, PA 15207",N,Hazelwood,4,FOUND PROPERTY,9489 Found Property,1515,5,3,-79.9389112301531,40.4033970306012
276229024,22043962,14,2022-03-24T17:30:00,"800 Block Jancey St Pittsburgh, PA 15206",N,Morningside,5,CRIM MISCHIEF,3304 Criminal Mischief.,1014,7,2,-79.9314856641504,40.474062792342
276229624,22043830,0,2022-03-24T19:27:00,"600 Block Greenfield Ave Pittsburgh, PA 15217",N,Greenfield,4,99,9994 PFA Service,1517,5,3,-79.9397533315238,40.4261934407938
276236841,22044005,99,2022-03-24T20:16:00,"400 Block Kingsboro St Pittsburgh, PA 15211",N,Mount Washington,3,AIDED CASE,9497 Aided Case,1807,3,5,-80.0005418038383,40.4216197270626
276240817,22044028,99,2022-03-24T21:21:00,"200 Block Orville Way Pittsburgh, PA 15224",N,Bloomfield,5,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),903,7,2,-79.9503853254272,40.463929800391
276250506,22044163,26,2022-03-25T00:45:00,"300 Block N Craig St Pittsburgh, PA 15213",N,North Oakland,4,HARRASSMENT/THREAT/ATTEMPT/PHY,2709(a)(4) Harassment Communicates Prohibited Acts,507,8,3,-79.9490918148169,40.445574514372
276307758,22044434,10,2022-03-25T13:00:00,"300 Block Kathleen St Pittsburgh, PA 15211",Y,Mount Washington,3,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury",1807,3,5,-80.0018844151436,40.4254622621232
276893919,22047495,0,2022-03-31T01:38:00,"300 Block 3rd Ave Pittsburgh, PA 15222",N,Central Business District,2,99,3301 Arson ,201,6,6,-80.0016135598372,40.4388661313797
276894867,22048075,0,2022-03-31T21:38:00,"S 7th St & P J Mc Ardle Rdwy Pittsburgh, PA 15203",N,South Side Flats,3,99,3301 Arson ,1702,,,,
276562283,22046046,6,2022-03-28T14:45:00,"100 Block Forbes  Ave Pittsburgh, PA 15222",N,Central Business District,2,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,201,6,6,-80.0036985115803,40.4409256646993
276575451,22046168,6,2022-03-28T20:10:00,"5500 Block Centre Ave Pittsburgh, PA 15232",N,Shadyside,4,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,709,8,2,-79.9364516460773,40.4565706706801
-3545156557,22046473,0,2022-03-29T16:13:00,"400 Block Dawes St Pittsburgh, PA 15210",N,Arlington,3,99,9993 PFA Service with Weapons Supplement,1603,3,3,-79.97915005121,40.4154306071888
276695526,22046685,27,2022-03-29T19:07:00,"Penn Ave Pittsburgh, PA 15208",N,Middle Hill,5,HIT AND RUN,3743 Accidents Involving Damage to Attended Veh. or Property / 1785 Proof of Financial Responsibility Following Accident.,501,9,2,-79.9134375434956,40.4558115488697
-3522024651,22046741,6,2022-03-29T21:20:00,"2900 Block SHERADEN Blvd Pittsburgh, PA 15204",N,Sheraden,6,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2018,,,,
276706396,22046737,3,2022-03-29T21:00:00,"900 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,ROBBERY,3701 Robbery. / 2701 Simple Assault. / 903 Criminal Conspiracy.,1702,3,3,-79.9897766845569,40.4286907064316
276708701,22046752,1,2022-03-29T21:57:00,"1100 Block Chelton Ave Pittsburgh, PA 15226",N,Brookline,6,CRIMINAL HOMICIDE,2501 Criminal Homicide.,1918,4,5,-80.015868533356,40.390471678426
276711881,22046810,99,2022-03-30T02:15:00,"600 Block William Penn Pl Pittsburgh, PA 15219",Y,Central Business District,2,AIDED CASE,9497 Aided Case,201,6,6,-79.9967621340552,40.4411412816935
276790057,22047193,0,2022-03-30T17:00:00,"Zara St & Grimes Ave Pittsburgh, PA 15210",N,Knoxville,3,99,8106 Shots Fired,3001,3,5,-79.9930577315939,40.4157885688836
276809760,22047279,99,2022-03-30T20:52:00,"7200 Block Monticello St Pittsburgh, PA 15208",N,Homewood North,5,SUICIDE,9495 Suicide,1302,9,2,-79.8954441309818,40.4595129711501
276876012,22047828,99,2022-03-31T15:18:00,"2100 Block Lowrie St Pittsburgh, PA 15212",Y,Troy Hill,1,DEAD ON ARRIVAL (DOA),9496 Dead on Arrival (DOA),2406,1,1,-79.9788497781225,40.4692653644444
276876975,22045311,10,2022-03-27T01:52:00,"600 Block 1st Ave Pittsburgh, PA 15219",Y,North Shore,2,HARRASSMENT,2709(a) Harassment. / 5505 Public Drunkenness / 5503 Disorderly Conduct. / 3503.B1I DEF. TRESPASS ACTUAL COMMUNICATION,201,6,6,-79.9960409452176,40.4350395659105
277856079,22054398,26,2022-04-11T23:36:00,"600 Block First Ave Pittsburgh, PA 15219",Y,Homewood North,5,FALSE RPT LAW ENFORCE AUTH,4906 False Reports to Law Enforcement Authorities.,1301,6,6,-79.9960409452176,40.4350395659105
275142174,22037438,0,2022-03-14T05:38:00,"1000 Block Western Ave Pittsburgh, PA 15233",N,Chateau,1,99,9999 9999 - (Misc. Incident): ,2108,6,1,-80.0189379796765,40.4515271772804
276130404,22043474,0,2022-03-23T23:31:00,"5300 Block Cornwall St Pittsburgh, PA 15224",N,Garfield,5,99,9093 Indirect Criminal Contempt,1016,9,2,-79.9376644472082,40.4701056365126
276578261,22046187,10,2022-03-28T21:40:00,"600 Block Penn Ave Pittsburgh, PA 15222",Y,Central Business District,2,HARRASSMENT,2709 Harassment (Non-Specific),201,6,6,-80.0017928321911,40.4425929172081
276594691,22046224,5,2022-03-28T23:35:00,"1600 Block Antrim St Pittsburgh, PA 15212",N,Brighton Heights,1,BURGLARY,3502 Burglary.,2703,1,1,-80.0375720149799,40.4753022277362
276596550,22046277,10,2022-03-29T02:30:00,"1500 Block Penn Ave Pittsburgh, PA 15222",N,Strip District,2,HARRASSMENT/THREAT/ATTEMPT/PHY,"2709(a)(1) Harassment by Physical Contact, or Attempts or Threats",203,7,6,-79.9883311969387,40.4478541344311
276771104,22047089,0,2022-03-30T13:50:00,"2500 Block Chauncey Dr Pittsburgh, PA 15219",N,Bedford Dwellings,2,99,9993 PFA Service with Weapons Supplement,509,6,3,-79.9738397090324,40.4509833047534
276781945,22047131,20,2022-03-30T14:45:00,"500 Block Crane Ave Pittsburgh, PA 15216",N,Beechview,6,ENDANGER WELFARE OF CHILDREN,4304(a)(1) Endangering Welfare of Children.,1916,4,5,-80.0205109182843,40.4170641499677
276799965,22047334,27,2022-03-30T09:00:00,"3200 Block Mc Clure Ave Pittsburgh, PA 15212",N,Brighton Heights,1,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2703,1,1,-80.0348626165511,40.4742503921227
-3532020741,22047369,6,2022-03-29T19:30:00,"400 Block Maple View Ct Pittsburgh, PA 15216",N,Banksville,6,THEFT,3921 Theft by Unlawful Taking or Disposition.,2023,2,5,-80.0370376618144,40.4161352269272
276812692,22047383,29,2022-03-30T21:57:00,"5300 Block Mifflin Rd Pittsburgh, PA 15207",N,Lincoln Place,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,3102,5,3,-79.9106106362802,40.3693447478283
276932424,22048359,99,2022-04-01T10:35:00,"200 Block 9th St Pittsburgh, PA 15222",Y,Central Business District,2,BENCH WARRANT ARREST - NO TIE,9501 Bench Warrant,201,,,,
276327643,22044546,0,2022-03-25T16:26:00,"700 Block Industry St Pittsburgh, PA 15210",N,Allentown,3,99,9993 PFA Service with Weapons Supplement,1803,3,5,-79.9957627118344,40.4207814058585
276328035,22044517,0,2022-03-25T16:26:00,"200 Block S Evaline St Pittsburgh, PA 15224",N,Bloomfield,5,99,9994 PFA Service,806,7,2,-79.9412931201978,40.4641364807374
276332899,22044602,99,2022-03-22T08:52:00,"4700 Block Chatsworth Ave Pittsburgh, PA 15207",N,Hazelwood,4,MISCELLANEOUS INVESTIGATION,9129 Miscellaneous Investigation,1501,5,3,-79.944650615171,40.4132842050541
276362528,22044682,10,2022-03-25T20:17:00,"2400 Block Bracey Dr Pittsburgh, PA 15221",Y,East Hills,2,TERRORISTIC THREATS,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 2706 Terroristic Threats. / 6106 Firearms not to be Carried without a License. / 2902 Unlawful Restraint. / 903 Criminal Conspiracy. / 6110.1 Possesion of Firearm by Minor",103,,,,
276413118,22045125,0,2022-03-26T17:12:00,"1500 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Beechview,6,99,9999 9999 - (Misc. Incident): ,1916,4,5,-80.0241798998097,40.4128657873243
-3532019498,22045432,4,2022-03-27T09:30:00,"Wenzell Pl & Wenzell Ave Pittsburgh, PA 15216",Y,Beechview,6,AGG-ASSAULT,2702 Aggravated Assault.,1920,4,5,-80.0304386471389,40.3998545189964
276451333,22045505,29,2022-03-27T13:40:00,"1200 Block Mohler St Pittsburgh, PA 15221",N,Homewood North,5,RUNAWAYS - JUVENILE,029 Missing Juvenile,1301,9,2,-79.8864602237102,40.4593708354313
276462732,22045534,6,2022-03-27T14:00:00,"2600 Block Churchview Ave Pittsburgh, PA 15227",Y,Carrick,3,THEFT,3921 Theft by Unlawful Taking or Disposition. / 2706 Terroristic Threats. / 3925 Receiving Stolen Property.,2904,4,3,-79.9782325893326,40.3857388742463
276475064,22045512,27,2022-03-27T11:00:00,"1800 Block Westmont Ave Pittsburgh, PA 15210",N,Carrick,3,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,2901,4,3,-79.9892980059539,40.39689177326
275502557,22039347,10,2022-03-17T02:10:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,SIMPLE ASSAULT,"2701(a)(1) Simple Assault - Intent., Know., Reckless.Cause Bod. Injury / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another",509,6,3,-79.9742739984904,40.4496143418734
275504500,22039410,6,2022-03-17T02:45:00,"2400 Block Bedford Ave Pittsburgh, PA 15219",N,Bedford Dwellings,2,THEFT FROM AUTO,3934 Theft from Vehicle / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,509,6,3,-79.9742739984904,40.4496143418734
276452487,22045499,10,2022-03-27T09:00:00,"1800 Block Fallowfield Ave Pittsburgh, PA 15216",Y,Central Business District,2,HARRASSMENT,2709(a)(3) Harassment No Legitimate Purpose / 3304(a)(5) CRIMINAL MISCHIEF - Intentionally Damages Real Or Personal Property Of Another,201,4,5,-80.0237655828259,40.407456520326
276467380,22045587,6,2022-03-27T16:54:00,"Vine St & Colwell St Pittsburgh, PA 15219",N,Crawford-Roberts,2,THEFT,3921 Theft by Unlawful Taking or Disposition.,305,6,3,-79.9839614412827,40.4391916433381
276490360,22042255,6,2022-03-22T01:42:00,"1700 Block Murray Ave Pittsburgh, PA 15217",Y,Squirrel Hill South,4,RETSIL THEFT (SHOPLIFTING),"3929(a)(1) Retail Theft; takes possession of, carries away, or transfers displayed merchandise / 3503 Criminal Trespass",1413,5,3,-79.9231547045145,40.4379249093786
276691127,22046589,0,2022-03-29T16:17:00,"Park Hill Dr & Swissvale Ave Pittsburgh, PA 15221",N,East Hills,5,99,627.02(b)(i) Possessing a small amount of marijuana / 3323 Stop Signs and Yield Signs.,1306,9,2,-79.8736281625043,40.4525021026853
276903395,22048208,0,2022-04-01T02:02:00,"100 Block St Paul St Pittsburgh, PA 15203",Y,South Side Slopes,3,DUI - GENERAL IMPAIRMENT,3736 Reckless Driving / 3802(a)(1) DUI - General Impairment,1706,3,3,-79.9812897949032,40.4217784402279
276918837,22048310,26,2022-04-01T05:28:00,"2200 Block Valera St Pittsburgh, PA 15210",Y,Carrick,3,CRIMINAL TRESPASS,3503 Criminal Trespass,2904,4,3,-79.9883450761441,40.3901779222416
278043740,22055557,10,2022-04-13T19:42:00,"2100 Block Rhine St Pittsburgh, PA 15212",Y,Spring Hill-City View,1,TERRORISTIC THREATS,2706 Terroristic Threats.,2620,1,1,-79.9936135100542,40.466590276641
276228217,22043919,0,2022-03-24T18:45:00,"20 Block Minooka St Pittsburgh, PA 15210",N,Carrick,3,99,9999 9999 - (Misc. Incident): ,2901,4,3,-79.9914672146147,40.4044176670832
276253750,22044211,6,2022-03-25T02:45:00,"1700 Block E Carson St Pittsburgh, PA 15203",N,South Side Flats,3,THEFT,3921 Theft by Unlawful Taking or Disposition.,1702,3,3,-79.9818723137217,40.4285931755254
276345518,22044556,6,2022-03-25T16:37:00,"600 Block East Ohio St Pittsburgh, PA 15212",N,East Allegheny,1,RETAIL THEFT (SHOPLIFTING),3929 Retail Theft.,2304,1,1,-79.9989780720766,40.4539777944947
276396701,22044963,99,2022-03-26T05:13:00,"1200 Block James St Pittsburgh, PA 15212",N,East Allegheny,1,MISSING PERSONS (18+),9490 Missing Persons (18 and Over),2304,1,1,-80.0015679955925,40.4569720039158
276435208,22043195,27,2022-03-23T14:20:00,"Bennett St & Wheeler St Pittsburgh, PA 15221",N,East Hills,5,HIT AND RUN,3745 Accidents Involving Damage to Unattended Veh.or Prop.,1306,9,2,-79.8844062779195,40.454189925887
276439899,22045427,15,2022-03-27T09:00:00,"3800 Block Evergreen Rd Pittsburgh, PA 15214",Y,Perry North,1,FIREARMS NOT TO BE CARRIED WO LICENSE,"6106 Firearms not to be Carried without a License. / 13(a)(30) Possession w/ Intent to Del. Controlled Substance / 13(a)(32) Paraphernalia - Use or Possession / 13(a)(16) Possession of Controlled Substance / 5121 Escape. / 5126 Flight to Avoid Apprehension, Trial or Punishment. / 9501 Bench Warrant / 6105(a)(1) Persons not to possess, use, manufacture, control, sell or transfer firearms: Former Convict enumerated in subsection (b) / 6110.1 Possesion of Firearm by Minor",2602,1,1,-80.010171977671,40.4884825570656
-3481022831,22045454,11,2022-03-27T11:20:00,"200 Block Federal St Pittsburgh, PA 15212",N,Spring Garden,1,THEFT BY DECEPTION,3922 Theft by Deception.,2412,1,6,-80.0039635417819,40.4484213102204
276548738,22045969,6,2022-03-28T13:45:00,"500 Block Windcrest Dr Pittsburgh, PA 15206",N,Stanton Heights,5,THEFT,3921(a) Theft by Unlawful Taking or Disposition - Movable item,1018,,,,
275290483,22038155,0,2022-03-15T12:00:00,"5400 Block Glenwood Ave Pittsburgh, PA 15207",Y,Hazelwood,4,99,9994 PFA Service,1515,5,3,-79.9386293956961,40.4034671705942
275352303,22038495,29,2022-03-15T23:08:00,"200 Block Renova St Pittsburgh, PA 15207",N,Hazelwood,4,RUNAWAYS - JUVENILE,029 Missing Juvenile,1515,5,3,-79.9382289070553,40.4009634017502
275355129,22038541,5,2022-03-16T01:20:00,"100 Block Zara St Pittsburgh, PA 15210",N,Knoxville,3,BURGLARY,3502 Burglary. / 5511 Cruelty to Animals.,3001,3,5,-79.9881453342414,40.4159117365193
275427564,22038871,14,2022-03-16T14:57:00,"1000 Block Beechwood Blvd Pittsburgh, PA 15206",N,Point Breeze,4,CRIM MISCHIEF,3304 Criminal Mischief.,1404,,,,
275434681,22038935,0,2022-03-16T16:45:00,"1600 Block W Carson St Pittsburgh, PA 15219",N,South Shore,3,99,9998 Overdose Other,1921,2,5,-80.0213528738134,40.4421395488467
275435896,22038491,99,2022-03-16T17:00:00,"200 Block Atwood Trfy Pittsburgh, PA 15213",N,Central Oakland,4,FOUND PROPERTY,9489 Found Property,405,,,,
275444031,22039018,0,2022-03-16T18:59:00,"Shady Ave & Ellsworth Ave Pittsburgh, PA 15206",N,Shadyside,4,99,9999 9999 - (Misc. Incident): Unknown Trouble,708,8,2,-79.9220752341907,40.4592015425377
275452245,22037754,0,2022-03-14T19:09:00,"300 Block N Atlantic Ave Pittsburgh, PA 15224",N,Garfield,5,99,9994 PFA Service,1017,9,2,-79.9378304823934,40.4666940539505
